age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
43,unemployed,married,primary,no,519,no,no,unknown,20,jun,973,unknown,yes,None
44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,unknown,yes,None
26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,unknown,yes,None
52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,unknown,yes,None
54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,unknown,yes,None
56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,unknown,yes,None
57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,unknown,yes,None
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,unknown,yes,None
47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,unknown,yes,None
57,management,married,tertiary,no,-92,yes,yes,unknown,20,jun,1617,unknown,yes,None
40,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,570,unknown,yes,None
46,services,divorced,secondary,no,0,no,no,unknown,20,jun,1023,unknown,yes,None
43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,unknown,yes,None
45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,unknown,yes,None
24,management,married,secondary,no,867,yes,no,unknown,20,jun,546,unknown,yes,None
40,blue-collar,married,secondary,no,1009,yes,yes,unknown,20,jun,1036,unknown,yes,None
38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,unknown,yes,None
36,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,unknown,yes,None
27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,unknown,yes,None
26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,unknown,yes,None
43,management,married,tertiary,no,149,yes,no,unknown,23,jun,662,unknown,yes,None
25,blue-collar,single,primary,no,52,yes,no,unknown,24,jun,528,unknown,yes,None
27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,unknown,yes,None
30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,unknown,yes,None
28,admin.,single,secondary,no,-7,no,yes,unknown,26,jun,3183,unknown,yes,None
27,blue-collar,married,primary,no,-413,no,yes,unknown,27,jun,422,unknown,yes,None
32,admin.,divorced,secondary,no,-241,no,yes,unknown,27,jun,856,unknown,yes,None
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,unknown,yes,None
37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,unknown,yes,None
27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,unknown,yes,None
29,services,single,secondary,no,84,no,yes,unknown,3,jul,587,unknown,yes,None
33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,unknown,yes,None
36,technician,married,primary,no,0,no,no,unknown,4,jul,584,unknown,yes,None
28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,unknown,yes,None
55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,unknown,yes,None
51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,unknown,yes,None
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,unknown,yes,None
42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,unknown,yes,None
33,services,single,secondary,no,170,no,no,cellular,7,jul,782,unknown,yes,None
36,entrepreneur,divorced,tertiary,no,776,no,yes,cellular,7,jul,722,unknown,yes,None
45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,unknown,yes,None
37,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,unknown,yes,None
46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,unknown,yes,None
32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,unknown,yes,None
28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,unknown,yes,None
45,admin.,divorced,secondary,no,-176,no,yes,cellular,7,jul,574,unknown,yes,None
41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,unknown,yes,None
59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,unknown,yes,None
47,technician,single,secondary,no,-239,yes,yes,cellular,7,jul,973,unknown,yes,None
31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,unknown,yes,None
31,management,single,tertiary,no,296,no,yes,cellular,8,jul,509,unknown,yes,None
33,entrepreneur,married,secondary,no,-627,yes,yes,cellular,8,jul,740,unknown,yes,None
52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,unknown,yes,None
26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,unknown,yes,None
25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,unknown,yes,None
25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,unknown,yes,None
28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,unknown,yes,None
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,unknown,yes,None
45,management,divorced,tertiary,no,854,no,yes,cellular,8,jul,730,unknown,yes,None
36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,unknown,yes,None
26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,unknown,yes,None
38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,unknown,yes,None
56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,unknown,yes,None
26,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658,unknown,yes,None
26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,unknown,yes,None
25,blue-collar,single,secondary,no,189,no,yes,cellular,8,jul,687,unknown,yes,None
26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,537,unknown,yes,None
40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,unknown,yes,None
37,admin.,married,primary,no,214,yes,no,cellular,9,jul,645,unknown,yes,None
43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,unknown,yes,None
41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,unknown,yes,None
49,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,625,unknown,yes,None
29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,426,unknown,yes,None
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,unknown,yes,None
38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,unknown,yes,None
26,technician,married,secondary,no,-119,no,yes,cellular,9,jul,359,unknown,yes,None
32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1014,unknown,yes,None
33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,unknown,yes,None
31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,unknown,yes,None
49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,unknown,yes,None
27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,unknown,yes,None
30,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426,unknown,yes,None
35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,unknown,yes,None
26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,unknown,yes,None
45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,unknown,yes,None
34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,961,unknown,yes,None
28,admin.,single,secondary,no,-170,no,yes,cellular,10,jul,720,unknown,yes,None
25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,jul,1341,unknown,yes,None
30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,jul,634,unknown,yes,None
30,services,married,secondary,no,5,no,yes,cellular,10,jul,829,unknown,yes,None
47,services,married,secondary,no,367,yes,no,cellular,10,jul,476,unknown,yes,None
57,admin.,divorced,secondary,no,658,no,no,cellular,10,jul,724,unknown,yes,None
38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,unknown,yes,None
54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,unknown,yes,None
25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,unknown,yes,None
30,blue-collar,married,secondary,no,0,yes,yes,cellular,10,jul,1399,unknown,yes,None
26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,unknown,yes,None
31,student,married,primary,no,46,yes,no,cellular,10,jul,487,unknown,yes,None
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,unknown,yes,None
49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,unknown,yes,None
60,retired,divorced,secondary,no,1099,no,no,cellular,11,jul,764,unknown,yes,None
60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,unknown,yes,None
29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,unknown,yes,None
55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,1973,unknown,yes,None
44,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,unknown,yes,None
47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,unknown,yes,None
35,admin.,married,secondary,no,-203,yes,no,cellular,11,jul,1649,unknown,yes,None
35,entrepreneur,married,secondary,no,2436,no,yes,cellular,14,jul,1397,unknown,yes,None
38,technician,married,secondary,no,976,yes,no,cellular,14,jul,766,unknown,yes,None
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,unknown,yes,None
50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,unknown,yes,None
43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,unknown,yes,None
44,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,1669,unknown,yes,None
51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,unknown,yes,None
31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,unknown,yes,None
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,unknown,yes,None
59,management,married,tertiary,no,296,no,yes,cellular,15,jul,805,unknown,yes,None
25,services,single,secondary,no,333,no,yes,cellular,15,jul,1056,unknown,yes,None
58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,unknown,yes,None
30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,808,unknown,yes,None
34,blue-collar,single,primary,no,-109,yes,no,cellular,15,jul,860,unknown,yes,None
51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,unknown,yes,None
60,retired,married,secondary,no,597,no,no,cellular,15,jul,981,unknown,yes,None
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,unknown,yes,None
37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,unknown,yes,None
30,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716,unknown,yes,None
46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769,unknown,yes,None
29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,unknown,yes,None
27,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,unknown,yes,None
28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,unknown,yes,None
34,blue-collar,single,secondary,no,855,yes,no,cellular,16,jul,578,unknown,yes,None
29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806,unknown,yes,None
27,management,single,tertiary,no,151,yes,no,cellular,16,jul,496,unknown,yes,None
26,technician,single,secondary,no,354,no,no,cellular,16,jul,586,unknown,yes,None
36,management,married,tertiary,no,673,yes,no,cellular,16,jul,689,unknown,yes,None
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,jul,555,unknown,yes,None
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,unknown,yes,None
30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,unknown,yes,None
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873,unknown,yes,None
56,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,1222,unknown,yes,None
29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,unknown,yes,None
43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,unknown,yes,None
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,unknown,yes,None
30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,unknown,yes,None
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,unknown,yes,None
42,services,married,secondary,no,3465,yes,yes,cellular,16,jul,1039,unknown,yes,None
27,student,married,secondary,no,119,yes,no,cellular,16,jul,781,unknown,yes,None
35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,unknown,yes,None
35,housemaid,married,primary,no,113,yes,no,cellular,17,jul,923,unknown,yes,None
32,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,unknown,yes,None
39,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,unknown,yes,None
31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,unknown,yes,None
26,services,single,secondary,no,-189,no,yes,cellular,17,jul,538,unknown,yes,None
42,management,married,tertiary,no,4,yes,no,cellular,17,jul,795,unknown,yes,None
27,services,single,secondary,no,1820,yes,no,cellular,17,jul,1027,unknown,yes,None
33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,unknown,yes,None
51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,unknown,yes,None
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,unknown,yes,None
30,technician,single,tertiary,no,178,no,no,cellular,17,jul,656,unknown,yes,None
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,unknown,yes,None
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,unknown,yes,None
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,unknown,yes,None
27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,unknown,yes,None
44,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,unknown,yes,None
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,623,unknown,yes,None
46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,unknown,yes,None
32,services,divorced,secondary,no,454,yes,no,cellular,18,jul,978,unknown,yes,None
56,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536,unknown,yes,None
33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968,unknown,yes,None
33,blue-collar,married,secondary,no,89,yes,no,cellular,18,jul,278,unknown,yes,None
32,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560,unknown,yes,None
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,unknown,yes,None
31,admin.,single,secondary,no,622,no,no,cellular,18,jul,420,unknown,yes,None
30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,unknown,yes,None
34,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,unknown,yes,None
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,unknown,yes,None
28,blue-collar,married,secondary,no,173,no,no,cellular,18,jul,588,unknown,yes,None
32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,unknown,yes,None
31,blue-collar,divorced,secondary,no,0,yes,yes,cellular,18,jul,913,unknown,yes,None
35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,unknown,yes,None
31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,unknown,yes,None
25,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,unknown,yes,None
56,retired,divorced,tertiary,no,158,no,yes,cellular,21,jul,854,unknown,yes,None
47,technician,married,secondary,no,1981,yes,no,cellular,21,jul,919,unknown,yes,None
39,management,married,tertiary,no,1423,yes,no,telephone,21,jul,733,unknown,yes,None
51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,unknown,yes,None
54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,unknown,yes,None
58,retired,married,unknown,no,9004,no,no,cellular,21,jul,891,unknown,yes,None
42,unemployed,married,unknown,no,970,yes,no,telephone,21,jul,691,unknown,yes,None
56,services,married,primary,no,486,no,yes,telephone,21,jul,1877,unknown,yes,None
55,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,1130,unknown,yes,None
26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,unknown,yes,None
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,1342,unknown,yes,None
26,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,unknown,yes,None
35,management,single,tertiary,no,-324,no,yes,cellular,21,jul,985,unknown,yes,None
34,services,single,secondary,no,-30,no,no,cellular,21,jul,1360,unknown,yes,None
41,management,single,tertiary,no,1253,no,no,cellular,21,jul,1134,unknown,yes,None
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,unknown,yes,None
33,management,single,tertiary,no,30,yes,no,cellular,22,jul,1077,unknown,yes,None
36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,unknown,yes,None
38,technician,married,secondary,no,0,yes,no,cellular,22,jul,1545,unknown,yes,None
35,technician,married,tertiary,no,328,yes,no,cellular,22,jul,654,unknown,yes,None
41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,unknown,yes,None
41,management,divorced,unknown,no,465,yes,no,cellular,22,jul,1508,unknown,yes,None
28,blue-collar,married,secondary,no,751,yes,no,cellular,22,jul,598,unknown,yes,None
26,services,married,secondary,no,-379,yes,yes,cellular,22,jul,1237,unknown,yes,None
39,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,864,unknown,yes,None
25,admin.,married,unknown,no,349,yes,no,cellular,22,jul,1037,unknown,yes,None
37,admin.,married,secondary,no,1110,yes,no,telephone,22,jul,802,unknown,yes,None
25,management,married,secondary,no,2228,yes,no,cellular,23,jul,754,unknown,yes,None
46,management,divorced,tertiary,no,2166,yes,no,cellular,23,jul,870,unknown,yes,None
25,blue-collar,single,secondary,no,-247,yes,no,cellular,23,jul,633,unknown,yes,None
